Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transaction Tax,,,,,,,,,Transaction Detail,,,,,,,,,,,,,,,,,Transaction Detail Tax,,,,,,,,,,,,,,,,,
*required. Your actual company tin no,"*required, current version ""1.1""","*required, please get the code from transaction_code sheet","*required,accepted code can be find in transaction_code sheet. You may only define 1 code per transaction","*required, accepted code can be find in transaction_code sheet","*required, date. Date format = ""YYYY-MM-DD""","*required, timestamp. Time format = ""HH:MM:SS""","*required,accepted code can be find in transaction_code sheet. You may only define 1 code per transaction","*optional,accepted code can be find in transaction_code sheet. You may only define 1 code per transaction","*optional, accepts number only","*optional, may refer to sheet for accepted cycle name","*optional, date_format:YYYY-MM-DD","*optional, time:HH:MM:SS","*optional,accepted code can be find in transaction_code sheet. You may only define 1 code per transaction",*optional,"*optional, max 300 character","*optional,","*optional,date_format:YYYY-MM-DD","*optional,time:HH:MM:SS","*optional, max 150 character, cannot contain duplicate value","*optional, max 150 character",*required,*required,*required,*required,*optional,*optional,*required,*optional,*optional,*optional,*optional,*optional,*optional,*optional,*optional,*optional,*optional,"*optional,accepted code can be find in transaction_code sheet. You may only define 1 code per transaction","*optional,accepted code can be find in transaction_code sheet. You may only define 1 code per transaction",*optional,*optional,*optional,"*optional, max character is 14","*optional, max character is 20, minimum character is 12","*optional,accepted code can be find in transaction_code sheet.","*optional, max character is 12","*optional, max character is 3","*optional, max character is 300","*optional, max character is 12","*optional, only accepts numbers","*optional, max character is 300","*optional, max character is 300",*required. follow the code in sheet 1,"*optional, only accepts numbers","*required, only accepts numbers","*optional, follow the code in sheet 1",*optional,"*optional, only accepts numbers","*optional, follow the code in sheet 1",*optional,"*optional, only accepts numbers","*required, the code can be found in transaction_code sheet, if have more than 1 code, use ; as seperator; e.g:001;002;003",*required,"*required, only accepts numbers",*optional,*optional,"*required, only accepts numbers","*required, only accepts numbers",*optional,"*optional, can refer to transaction_code sheet to get code",*optional,*optional,*optional,*optional,*optional,*optional,*optional,"*optional, can refer to transaction_code sheet to get code","*required, follow the code in sheet 1",*optional,"*required, only accepts numbers","*required, only accepts numbers","*required, only accepts numbers","*required, only accepts numbers","*optional, follow the code in sheet 1","*optional, only accepts numbers","*optional, only accepts numbers","*optional, only accepts numbers","*optional, only accepts numbers","*optional, only accepts numbers","*optional, follow the code in sheet 1","*optional, only accepts numbers","*optional, only accepts numbers","*optional, only accepts numbers","*optional, only accepts numbers","*optional, only accepts numbers"
C23768804020,1.1,STR_000001,INV1111_V1_000010,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000011,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000012,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000013,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000014,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000015,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000016,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000017,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000018,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000019,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000020,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000021,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000022,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000023,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000024,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000025,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000026,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000027,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000028,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000029,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000030,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000031,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000032,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000033,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000034,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000035,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000036,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000037,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000038,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000039,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000040,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000041,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000042,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000043,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000044,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000045,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000046,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000047,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000048,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000049,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000050,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000051,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000052,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000053,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000054,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000055,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000056,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
C23768804020,1.1,STR_000001,INV1111_V1_000057,CUST_000001,2025-11-11,09:30:14,MYR,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,01,,0,,,,,,,001,ADI ITEM 0001,1.00,,,1.00,1.00,1,,,,,,,,,,01,,0,0,0,0,,,,,,,,,,,,
